,name,price,product_url,image,rating,tiki_now,freeship,under_price,discount_%,installment,gift
11,Điện Thoại Samsung Galaxy M12 (3GB/32GB) - Hàng Chính Hãng - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ,3340000,https://tiki.vn/dien-thoai-samsung-galaxy-m12-3gb-32gb-hang-chinh-hang-da-kich-hoat-bao-hanh-dien-tu-p141418024.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.143910597&itm_medium=CPC&itm_source=tiki-reco&spid=143910597,https://salt.tikicdn.com/cache/200x200/ts/product/d2/a1/cb/865dcc31592da9cb0f729d12e5544275.jpg,0.0,False,False,False,0,False,False
12,Điện Thoại Oppo A15s (4GB/64G) - Hàng Chính Hãng,4190000,https://tiki.vn/dien-thoai-oppo-a15s-4gb-64g-hang-chinh-hang-p81034656.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.81034658&itm_medium=CPC&itm_source=tiki-reco&spid=81034658,https://salt.tikicdn.com/cache/200x200/ts/product/46/b4/65/be3b0d3125fbc81a8b8855b659171022.jpg,5.0,True,False,False,2,True,False
13,Máy tính bảng Fire HD 8 Plus - 2021 Bộ nhớ 32Gb - Ram 3Gb - Hàng Nhập Khẩu,2670000,https://tiki.vn/may-tinh-bang-fire-hd-8-plus-2021-bo-nho-32gb-ram-3gb-p140741819.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.140741820&itm_medium=CPC&itm_source=tiki-reco&spid=140741820,https://salt.tikicdn.com/cache/200x200/ts/product/ac/09/01/651619f543f885c1d74a48e090bdb207.png,0.0,False,False,False,4,False,False
14,Điện Thoại Samsung Galaxy Note 20 Ultra (8GB/256GB) - Hàng Chính Hãng,24135900,https://tiki.vn/dien-thoai-samsung-galaxy-note-20-ultra-8gb-256gb-hang-chinh-hang-p58616042.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.58616046&itm_medium=CPC&itm_source=tiki-reco&spid=58616046,https://salt.tikicdn.com/cache/200x200/ts/product/64/20/d5/8505ae6ae987f1a78ff365bbfb32bf80.png,4.7,True,False,False,20,True,False
15,Điện thoại Nokia G10  - Hàng chính hãng - Xanh thiên hà,3690000,https://tiki.vn/dien-thoai-nokia-g10-hang-chinh-hang-xanh-thien-ha-p145854206.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.145854207&itm_medium=CPC&itm_source=tiki-reco&spid=145854207,https://salt.tikicdn.com/cache/200x200/ts/product/4c/63/cf/05c4cb8afaa5f8283b3026be85a68427.jpg,0.0,False,True,False,0,False,False
16,Điện Thoại OnePlus  Nord CE 5G (12GB/256G) - Hàng Chính Hãng,7990000,https://tiki.vn/dien-thoai-oneplus-nord-ce-5g-12gb-256g-hang-chinh-hang-p109516584.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.109516586&itm_medium=CPC&itm_source=tiki-reco&spid=109516586,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/7f/9d/33/1c59622f95960307a548e119631b6a57.jpg,4.8,True,False,True,0,True,False
17,Điện Thoại Samsung Galaxy A52s 5G (8GB/128GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,9639000,https://tiki.vn/dien-thoai-samsung-galaxy-a52s-5g-8gb-128gb-da-kich-hoat-dien-tu-hang-chinh-hang-p126219116.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144532610&itm_medium=CPC&itm_source=tiki-reco&spid=144532610,https://salt.tikicdn.com/cache/200x200/ts/product/1b/7f/fa/4bd79c4326fabdc1d1a90631a95d30ec.jpg,0.0,False,False,False,12,True,False
18,Điện Thoại iPhone 13 Pro Max 256GB  - Hàng  Chính Hãng,36990000,https://tiki.vn/dien-thoai-iphone-13-pro-max-256gb-hang-chinh-hang-p123554518.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.123554524&itm_medium=CPC&itm_source=tiki-reco&spid=123554524,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/c6/9a/1b/e1151727903ac472bb63d3cc53cc9633.jpg,5.0,True,False,False,3,True,False
19,Điện Thoại Realme C21Y 4GB/64GB - Hàng Chính Hãng,3650000,https://tiki.vn/dien-thoai-realme-c21y-4gb-64gb-hang-chinh-hang-p141529940.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144973947&itm_medium=CPC&itm_source=tiki-reco&spid=144973947,https://salt.tikicdn.com/cache/200x200/ts/product/92/93/d4/134e6801a02bb57cf808a50a7564be62.jpg,0.0,False,False,False,0,False,False
20,Tecno Pova 2 6GB l 128GB - Điện Thoại Thông Minh Chiến Game Cực Đỉnh - Hàng Chính Hãng,4467000,https://tiki.vn/tecno-pova-2-6gb-l-128gb-dien-thoai-thong-minh-chien-game-cuc-dinh-hang-chinh-hang-p103046198.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.103046587&itm_medium=CPC&itm_source=tiki-reco&spid=103046587,https://salt.tikicdn.com/cache/200x200/ts/product/85/20/ea/135a5d07fdf677ddcdda6d77fdf828c0.png,4.8,True,False,False,10,True,False
21,Điện thoại Vivo Y21 (4GB/64GB) - Hàng chính hãng,3750000,https://tiki.vn/dien-thoai-vivo-y21-4gb-64gb-hang-chinh-hang-p136796629.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.141230646&itm_medium=CPC&itm_source=tiki-reco&spid=141230646,https://salt.tikicdn.com/cache/200x200/ts/product/d0/9a/d1/54d92ca4a1eb48ccfa7c73387028c426.jpg,0.0,False,False,False,7,False,False
22,iPad Mini 5 Wi-Fi 64GB -  Hàng Nhập Khẩu Chính Hãng,9962700,https://tiki.vn/ipad-mini-5-wi-fi-64gb-hang-nhap-khau-chinh-hang-p12389305.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.12389307&itm_medium=CPC&itm_source=tiki-reco&spid=12389307,https://salt.tikicdn.com/cache/200x200/ts/product/99/96/a2/9e1b77fe3d8383861f7c1c93de81579f.jpg,4.6,True,False,True,0,True,False
23,Điện thoại Vivo V23e (8GB/128GB) - Hàng chính hãng,6989000,https://tiki.vn/dien-thoai-vivo-v23e-8gb-128gb-hang-chinh-hang-p143850131.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.143850135&itm_medium=CPC&itm_source=tiki-reco&spid=143850135,https://salt.tikicdn.com/cache/200x200/ts/product/22/ca/6f/34c0da77d0ca01942da71c869e019099.jpg,5.0,False,False,False,18,False,False
24,Điện Thoại iPhone 13 256GB  - Hàng  Chính Hãng,24990000,https://tiki.vn/dien-thoai-iphone-13-256gb-hang-chinh-hang-p123547396.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.123547402&itm_medium=CPC&itm_source=tiki-reco&spid=123547402,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/23/61/52/f0b83891b63567003e9357e7574778f8.jpg,5.0,True,False,False,4,True,False
25,Điện Thoại Nokia G10 4GB/64GB - Hàng Chính Hãng,3390000,https://tiki.vn/dien-thoai-nokia-g10-4gb-64gb-hang-chinh-hang-p146261771.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.146261773&itm_medium=CPC&itm_source=tiki-reco&spid=146261773,https://salt.tikicdn.com/cache/200x200/ts/product/74/fc/d8/f3c79e5d02f2974ffb635f19dfd30196.jpg,0.0,False,False,False,8,False,False
26,Điện Thoại iPhone 11 64GB  - Hàng  Chính Hãng,14990000,https://tiki.vn/dien-thoai-iphone-11-64gb-hang-chinh-hang-p123835560.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.32033721&itm_medium=CPC&itm_source=tiki-reco&spid=32033721,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/32/ad/a8/d7824681daa6f075a83e6c9afb4e8c11.jpg,4.8,True,False,False,0,True,False
27,Điện Thoại Samsung Galaxy A52s 5G (8GB/256GB) - ĐÃ KÍCH HOẠT ĐIỆN TỬ - Hàng Chính Hãng,9890000,https://tiki.vn/dien-thoai-samsung-galaxy-a52s-5g-8gb-256gb-da-kich-hoat-dien-tu-hang-chinh-hang-p129558409.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144532978&itm_medium=CPC&itm_source=tiki-reco&spid=144532978,https://salt.tikicdn.com/cache/200x200/ts/product/72/7d/11/656741b254bfd37e21b560a91692ebf8.jpg,0.0,False,False,False,18,True,False
28,Máy đọc sách Kindle PaperWhite Gen 4 (10th) - Bản 8GB - Hàng chính hãng,2750000,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-4-10th-ban-8gb-2019-hang-chinh-hang-p6597807.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.6597811&itm_medium=CPC&itm_source=tiki-reco&spid=6597811,https://salt.tikicdn.com/cache/200x200/ts/product/be/f2/ba/f7cacd4da64139b88acb667612d814ba.jpg,4.7,True,False,False,11,False,False
29,Điện Thoại Oppo A16k 3GB/32GB - Hàng Chính Hãng,3549000,https://tiki.vn/dien-thoai-oppo-a16k-3gb-32gb-hang-chinh-hang-p144870494.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144870498&itm_medium=CPC&itm_source=tiki-reco&spid=144870498,https://salt.tikicdn.com/cache/200x200/ts/product/51/77/fe/0cbc07ce17aac47fde14dc5747be5dd1.png,0.0,False,False,False,4,False,False
30,Điện Thoại iPhone 13 128GB  - Hàng  Chính Hãng,23990000,https://tiki.vn/dien-thoai-iphone-13-128gb-hang-chinh-hang-p123547395.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.123547399&itm_medium=CPC&itm_source=tiki-reco&spid=123547399,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/0e/47/74/c0be5946c4e68055dd6a9ea55714ed5f.jpg,4.8,True,False,False,4,True,False
31,"Điện Thoại Masstel Fami 9 Cho người già , Phím To , Loa lớn - Hàng Chính Hãng",285000,https://tiki.vn/dien-thoai-masstel-fami-9-cho-nguoi-gia-phim-to-loa-lon-hang-chinh-hang-p144630484.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144630493&itm_medium=CPC&itm_source=tiki-reco&spid=144630493,https://salt.tikicdn.com/cache/200x200/ts/product/45/e6/3a/2115c49a82db59716b75bf9e7f28a8dc.jpg,0.0,False,True,False,13,False,False
32,Điện thoại Vivo Y12s - Hàng Chính Hãng,3790000,https://tiki.vn/dien-thoai-vivo-y12s-hang-chinh-hang-p73320913.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.73320915&itm_medium=CPC&itm_source=tiki-reco&spid=73320915,https://salt.tikicdn.com/cache/200x200/ts/product/b3/95/fc/70f6724a71608f645d6435ebf5e0039b.jpg,5.0,True,False,False,0,False,False
33,Điện Thoại Vsmart Bee Lite 2GB/16GB - Hàng Chính Hãng,1599000,https://tiki.vn/dien-thoai-vsmart-bee-lite-2gb-16gb-hang-chinh-hang-p140184098.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144192837&itm_medium=CPC&itm_source=tiki-reco&spid=144192837,https://salt.tikicdn.com/cache/200x200/ts/product/1a/08/28/d1e328983ab60e80cfc318e94d45b2ff.jpg,5.0,False,True,True,5,False,False
34,Điện Thoại iPhone 13 Pro Max 128GB  - Hàng  Chính Hãng,33990000,https://tiki.vn/dien-thoai-iphone-13-pro-max-128gb-hang-chinh-hang-p123554528.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.123554543&itm_medium=CPC&itm_source=tiki-reco&spid=123554543,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/cf/4b/22/82d19f6db8a73066d9c6472b743a4ed7.jpg,5.0,True,False,False,0,True,False
35,Điện Thoại Realme C25Y 4GB/128GB - Hàng Chính Hãng,4539000,https://tiki.vn/dien-thoai-realme-c25y-4gb-128gb-hang-chinh-hang-p144142520.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144142536&itm_medium=CPC&itm_source=tiki-reco&spid=144142536,https://salt.tikicdn.com/cache/200x200/ts/product/3a/4b/42/7b3cfa132cd8278dc17bd31bd32d5627.png,0.0,False,False,False,9,False,False
36,Điện Thoại Samsung Galaxy A72 (8GB/256GB) - Hàng Chính Hãng,8990000,https://tiki.vn/dien-thoai-samsung-galaxy-a72-8gb-256gb-hang-chinh-hang-p83470267.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.83470271&itm_medium=CPC&itm_source=tiki-reco&spid=83470271,https://salt.tikicdn.com/cache/200x200/ts/product/aa/28/2e/a1d25b07ea385a025b23d23a7ae4a11b.jpg,4.8,True,False,True,14,True,False
37,Điện Thoại Bàn Không Dây Lắp Các Loại Sim Di Động Cố Địnḥ,669000,https://tiki.vn/dien-thoai-ban-khong-day-lap-cac-loai-sim-di-dong-co-dinh-p144231179.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144231180&itm_medium=CPC&itm_source=tiki-reco&spid=144231180,https://salt.tikicdn.com/cache/200x200/ts/product/81/76/4a/e919378d754e7ce8c31a0ef2548136a2.jpg,0.0,False,True,False,0,False,False
38,Máy Đọc Sách Kindle Paperwhite Gen 10 - Hàng Nhập Khẩu,2770000,https://tiki.vn/may-doc-sach-kindle-paperwhite-gen-10-2019-hang-nhap-khau-p40639597.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.56912082&itm_medium=CPC&itm_source=tiki-reco&spid=56912082,https://salt.tikicdn.com/cache/200x200/ts/product/3e/ca/e6/9340af27ae093a9d2387ccc6e16c9db3.jpg,4.8,True,False,True,31,False,False
39,Điện thoại TECNO Pop 5 LTE (2GB/32GB) - Hàng chính hãng,2199000,https://tiki.vn/dien-thoai-tecno-pop-5-lte-2gb-32gb-hang-chinh-hang-p144335825.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.144335829&itm_medium=CPC&itm_source=tiki-reco&spid=144335829,https://salt.tikicdn.com/cache/200x200/ts/product/28/d5/eb/02c1b7b37fa01e4d205335b87dc546bf.jpg,0.0,False,False,False,8,False,False
40,Máy Tính Bảng Samsung Galaxy Tab S7 FE WIFI T733 (4GB/64GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,9446800,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-s7-fe-wifi-t733-4gb-64gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p134844715.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.134844719&itm_medium=CPC&itm_source=tiki-reco&spid=134844719,https://salt.tikicdn.com/cache/200x200/ts/product/41/30/57/7238ccb636755a2b62f2bf1fcf75095b.jpg,4.7,True,False,True,5,True,False
41,Điện Thoại Vivo V23e 8GB/128GB - Hàng Chính Hãng,7039000,https://tiki.vn/dien-thoai-vivo-v23e-8gb-128gb-hang-chinh-hang-p145554985.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_rulebase-newsku-listing-selected-w-competitor-v1_UNK_RB_PID.145554987&itm_medium=CPC&itm_source=tiki-reco&spid=145554987,https://salt.tikicdn.com/cache/200x200/ts/product/e0/95/f8/d964c205ae88970b3312612142294888.jpg,0.0,True,False,False,17,False,False
42,Máy tính bảng Samsung Galaxy Tab A7 Lite LTE SM-T225 - Hàng Chính Hãng,3990000,https://tiki.vn/may-tinh-bang-samsung-galaxy-tab-a7-lite-lte-sm-t225-hang-chinh-hang-p103168071.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.106235721&itm_medium=CPC&itm_source=tiki-reco&spid=106235721,https://salt.tikicdn.com/cache/200x200/ts/product/85/32/38/ccfce7f77fe6458e71fff453b0d9ded7.png,4.6,True,False,False,11,True,True
43,Điện Thoại iPhone 13 Pro 128GB  - Hàng  Chính Hãng,29990000,https://tiki.vn/dien-thoai-iphone-13-pro-128gb-hang-chinh-hang-p123554545.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.123554558&itm_medium=CPC&itm_source=tiki-reco&spid=123554558,https://salt.tikicdn.com/cache/200x200/media/catalog/producttmp/71/5b/29/a86e991076f979e95d0a57d6076eb935.jpg,4.8,True,False,False,3,True,False
44,Điện Thoại Samsung Galaxy A12 (4GB/128GB) - ĐÃ KÍCH HOẠT BẢO HÀNH ĐIỆN TỬ - Hàng Chính Hãng,3790000,https://tiki.vn/dien-thoai-samsung-galaxy-a12-4gb-128gb-da-kich-hoat-bao-hanh-dien-tu-hang-chinh-hang-p74935377.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.75584785&itm_medium=CPC&itm_source=tiki-reco&spid=75584785,https://salt.tikicdn.com/cache/200x200/ts/product/47/00/42/0c2bbd7492d7f6970a9b2d125a0bd7cb.jpg,4.7,True,False,False,12,True,False
45,Máy đọc sách All New Kindle Bản đặc biệt 8GB - Hàng nhập khẩu,2020000,https://tiki.vn/may-doc-sach-all-new-kindle-ban-dac-biet-8gb-hang-nhap-khau-p66773643.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.73773606&itm_medium=CPC&itm_source=tiki-reco&spid=73773606,https://salt.tikicdn.com/cache/200x200/ts/product/8b/d5/ff/8b8ab913d1f347396e5bfcb0fc336b74.jpg,4.7,True,False,False,34,False,False
46, Điện thoại Xiaomi Poco X3 Pro 6GB l 128GB - Hàng chính hãng,5590000,https://tiki.vn/dien-thoai-xiaomi-poco-x3-pro-6gb-l-128gb-hang-chinh-hang-p88100602.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.88100608&itm_medium=CPC&itm_source=tiki-reco&spid=88100608,https://salt.tikicdn.com/cache/200x200/ts/product/b4/5e/dc/1815a83302f98a0921eec8913ac16051.png,4.8,True,False,False,20,False,True
47, Máy Tính Bảng HUAWEI MatePad T 10 | Hiệu Suất Mượt Mà | Chế Độ Bảo Vệ Mắt | Âm Thanh Nổi Sống Động | Hàng Chính Hãng ,3290000,https://tiki.vn/may-tinh-bang-huawei-matepad-t-10-hieu-suat-muot-ma-che-do-bao-ve-mat-am-thanh-noi-song-dong-hang-chinh-hang-p98691894.html?itm_campaign=tiki-reco_UNK_DT_UNK_UNK_tiki-listing_UNK_p-category-mpid-listing-v1_202112070600_MD_PID.98691897&itm_medium=CPC&itm_source=tiki-reco&spid=98691897,https://salt.tikicdn.com/cache/200x200/ts/product/c9/95/18/7a7df5497cd7ecf1537ac2d556787679.jpg,4.2,True,False,True,13,True,False
